no,a2,a3,a4,a5,a6,a7,v1_1,v1_2,v1_3,v1_4,v1_5,v1_o,v2,v3,v4_1,v4_2,v4_3,v4_o,v5_1,v5_2,v5_3,v5_4,v5_5,v5_6,v5_o,v6_1,v6_2,v6_3,v6_4,v6_o,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_o,v9_1,v9_2,v9_3,v9_o,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v11,v12_1,v12_2,v12_3,v12_4,v12_o,v13_1,v13_2,v13_3,v13_4,v13_o,v14_1,v14_2,v14_3,v14_4,v14_5,v14_6,v14_o,v15_1,v15_2,v15_3,v15_4,v15_5,v15_6,v15_o
148,1,3,3,8,2,2,1,4, , , , ,2, , , , , ,1,2, , , , , ,2,3, , , ,3, , , , , , , , , , ,2,4, , , , ,7,5,6, , , ,1,2, , , ,3,4,5, , , , ,1,2,3, , , , 
237,1,3,3,5,3,2,4,6, , , , ,1,6,1, , , ,6, , , , , , ,2, , , , ,3, , , , , , , , , , ,2, , , , ,有興趣的工作介紹,6,6, , , , ,1, , , , ,1, , , , , , ,5, , , , , , 
418,1,2,3,11,1,2,7, , , , , ,2, , , , , ,4, , , , , , ,2,4, , , ,3, , , , , , , , , , ,2,3,4, , , ,6,2,6, , , ,2,3, , , ,3,5, , , , , ,2,4,6, , , , 
698,1,3,3,2,3,3,2,3,4, , , ,1,7,1,2,3, ,2,4,6, , , , ,2,4,5, , ,3, , , , , , , , , , ,2,3, , , , ,7,1,2,4, , ,1,2,5, , ,3,4,5, , , , ,1,2,6, , , , 
720,1,3,3,16,3,3,4,5,7, , , ,1,7,1,3, , ,1,2,5, , , , ,2,4,6, , ,4,1,2,4, , , ,1,3,5, ,2,4,5, , , ,6,2,3,4, , ,1,2,5, , ,1,2,3, , , , ,1,3,5, , , , 
871,1,1,1,8,3,3,1, , , , , ,1,7,3, , , ,4, , , , , , ,2,3, , , ,2, , , , , , , , , , ,2, , , , , ,6,3, , , , ,2, , , , ,4,5, , , , , ,1,2, , , , , 
11,2,2,3,18,1,2,1,3,6, , , ,1,7,2, , , ,2,4,6, , , , ,2,4, , , ,2, , , , , , , , , , ,2,3,5, , , ,6,2,3, , , ,2,5, , , ,1,2,4, , , , ,2,3,6, , , , 
297,2,2,3,2,2,2,6,7, , , , ,2, , , , , ,3, , , , , , ,2, , , , ,4,4,6, , , , ,1,4, , ,2, , , , , ,6,3,4, , , ,1,2, , , ,1,5, , , , ,交通方便。,2,4,6, , , , 
506,2,2,3,5,3,2,1,2, , , , ,1,10,1,2,3, ,2, , , , , , ,2,3, , , ,3, , , , , , , , , , ,2, , , , , ,8,2,3, , , ,1,2, , , ,1,2,3, , , , ,1,2,3, , , , 
217,2,2,3,5,3,3,2,3,7, , , ,1,8,1, , , ,2,4,5, , , , ,2, , , , ,2, , , , , , , , , , ,2,3,5, , , ,6,9, , , ,都還好,1,2,5, , ,1,2,4, , , , ,2,3,4, , , , 
371,2,2,3,2,1,3,1,2,7, , , ,2, , , , , ,4, , , , , , ,2,5,6, , ,3, , , , , , , , , , ,2,3,5, , , ,5,1,2,3, , ,1,2,3, , ,2,4,5, , , , ,2,4, , , , , 
673,2,3,3,2,2,3,2,6,7, , , ,1,7,1,3, , ,1,4,6, , , , ,2,3,6, , ,3, , , , , , , , , , ,2,3,5, , , ,5,4, , , , ,1,2,3, , ,1,2,5, , , , ,1,5,6, , , , 
1029,2,2,3,16,2,3,3, , , , , ,1,8,5, , , ,1,2, , , , , ,2, , , , ,1, , , , , , , , , , ,2,3,4, , , ,6,1,2, , , ,3, , , , ,1,2,6, , , , ,2,3, , , , , 
505,2,2,3,3,1,4,3,4,6, , , ,1,7,1,5, , ,2,4, , , , , ,2,5, , , ,3, , , , , , , , , , ,2,3,5, , , ,7,3,4,6, , ,1,2,4, , ,1,4,7, , , , ,1,2,3, , , , 
513,2,2,3,16,1,4,2,3,7, , , ,2, , , , , ,5,6, , , , , ,2, , , , ,3, , , , , , , , , , ,2,3,4, , , ,6,1,2,3, , ,2, , , , ,4,5, , , , , ,1,2, , , , , 
228,1,2,3,5,2,1,2, , , , , ,1,8,7, , ,上班只有一個月，目前都很好,6, , , , , , ,3, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,1,2,3, , ,1,2, , , ,2,3,4, , , , ,4, , , , , , 
609,1,2,2,14,3,1,2,5,7, , , ,1,10,2,4, , ,2,4, , , , , ,3, , , , ,3, , , , , , , , , , ,2,4, , , , ,9,3,4, , , ,1,5, , , ,1,2, , , , , ,1,2,3, , , , 
613,1,2,3,3,1,1,3,4,7, , , ,2, , , , , ,8, , , , , , ,3,4,6, , ,4,1,5, , , , ,1,4, , ,2,3,5, , , ,4,1,3,6, , ,1,2,5, , ,1,5,7, , , , ,1,2,3, , , , 
679,1,3,3,7,3,1,1,2, , , , ,2, , , , , ,1,3,4, , , , ,3, , , , ,4,4,5, , , , ,4, , , ,2,3,4, , , ,6,2, , , , ,1,2,3,4, ,2,6, , , , , ,4, , , , , , 
770,1,3,3,7,3,1,10, , , , ,沒有,1,8,1, , , ,1,2,3,4,5,6, ,3, , , , ,3, , , , , , , , , , ,2,3, , , , ,4,3, , , , ,1,2,3,4, ,1,2,3,4,5, , ,1,2,3,4,5, , 
889,1,3,3,16,3,1,2,3,7, , , ,1,5,1, , , ,1,2,6, , , , ,3,4,5, , ,3, , , , , , , , , , ,2,3,5, , , ,7,1,2,5, , ,2,3,4, , ,1,2,3, , , , ,1,2,5, , , , 
1093,1,2,3,16,1,1,1,2,4, , , ,2, , , , , ,1,2,4, , , , ,3, , , , ,3, , , , , , , , , , ,2, , , , , ,8,9, , , ,以上皆非,1,2, , , ,1,2,10, , , ,具有挑戰性工作,1,2,6, , , , 
13,1,3,3,8,1,2,1,2,4, , , ,1,7,1,2,5, ,2,5,6, , , , ,3,4,5, , ,3, , , , , , , , , , ,2,3,5, , , ,6,2,3,6, , ,1,2,5, , ,1,2,3, , , , ,1,2,4, , , , 
115,1,2,1,16,2,2,10, , , , ,沒有準備,1,5,1,5, , ,2,4, , , , , ,3, , , , ,5,1,4,6, , , ,5, , , ,2, , , , , ,5,4, , , , ,2, , , , ,7, , , , , , ,3, , , , , , 
249,1,3,3,11,3,2,2,3,4, , , ,1,6,1,4, , ,1,4, , , , , ,3,4, , , ,4,1, , , , , ,1,2, , ,2,5, , , , ,6,1,2, , , ,2, , , , ,1,2,3, , , , ,1,2,5, , , , 
493,1,3,3,11,3,2,3,7, , , , ,1,6,1,2,3, ,2,5,6, , , , ,3, , , , ,3, , , , , , , , , , ,2,3,5, , , ,6,3,6, , , ,8, , , ,不需要協助,1,3,5, , , , ,1,2,4, , , , 
167,1,2,3,5,3,3,3,4,7, , , ,1,7,1, , , ,1, , , , , , ,3, , , , ,3, , , , , , , , , , ,2, , , , , ,7,3, , , , ,1, , , , ,2, , , , , , ,1,5, , , , , 
180,1,3,3,17,3,3,1,2,3, , , ,1,7,1, , , ,1,2,4, , , , ,3, , , , ,4,4, , , , , ,4, , ,如果感到焦慮，可以找時間多充實自己，讓自己多學點技能。,2,5, , , , ,5,4, , , , ,1,2, , , ,2,5, , , , , ,1, , , , , , 
811,1,2,3,2,3,3,3,4,7, , , ,1,5,1,2,3, ,1,2,6, , , , ,3,4,5, , ,3, , , , , , , , , , ,2,3,5, , , ,7,1,2,6, , ,1,2,3, , ,1,2,5, , , , ,4,5,6, , , , 
77,1,2,2,18,3,4,1,3,7, , , ,1,10,5, , , ,1,2,4, , , , ,3, , , , ,2, , , , , , , , , , ,2, , , , , ,5,2, , , , ,1,2, , , ,2, , , , , , ,2,3,5, , , , 
469,2,2,3,18,1,1,3,6,7, , , ,1,7,1, , , ,1,2, , , , , ,3, , , , ,3, , , , , , , , , , ,2,4,5, , , ,7,3, , , , ,1,2, , , ,2,3,4, , , , ,1,4,5, , , , 
719,2,3,3,16,3,1,2,7, , , , ,1,8,3, , , ,2,4,5, , , , ,3, , , , ,3, , , , , , , , , , ,2,3,5, , , ,7,2,3,6, , ,1,2,4, , ,1,2,3, , , , ,1,2,6, , , , 
837,2,3,4,1,2,1,1,2,6, , , ,1,5,3, , , ,3,4,6, , , , ,3,4,5, , ,4,3,4, , , , ,1,2,3, ,2,3,5, , , ,5,3, , , , ,1,2,5, , ,4,5,6, , , , ,1,4,6, , , , 
915,2,3,3,5,3,1,1,2,4, , , ,1,5,1,2, , ,1,4,6, , , , ,3,4, , , ,2, , , , , , , , , , ,2,3,5, , , ,6,3,4, , , ,2,4, , , ,2,3,7, , , , ,1,2, , , , , 
1069,2,3,3,1,3,1,2,4,6, , , ,2, , , , , ,4,6, , , , , ,3,5, , , ,3, , , , , , , , , , ,2,4, , , , ,7,6, , , , ,1,2,5, , ,1,3,6, , , , ,4,6, , , , , 
507,2,2,4,5,2,2,2,3,4, , , ,1,7,1,2, , ,1,5,6, , , , ,3, , , , ,3, , , , , , , , , , ,2,3, , , , ,5,2, , , , ,1,5, , , ,9, , , , , ,以上皆是。,8, , , , , ,以上皆是。
207,2,2,3,12,3,3,2,7, , , , ,1,6,1,4, , ,2,6, , , , , ,3,4, , , ,3, , , , , , , , , , ,2,5, , , , ,6,3,4, , , ,2,5, , , ,4,5,6, , , , ,2,4, , , , , 
482,2,2,2,18,1,3,3, , , , , ,2, , , , , ,4,6, , , , , ,3, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,3, , , , ,1,2, , , ,1, , , , , , ,1,2,3,4, , , 
786,2,2,1,14,1,3,3,4,7, , , ,1,6,1,2,4, ,4,5, , , , , ,3,4,5, , ,3, , , , , , , , , , ,2,3,5, , , ,6,1,2,5, , ,1,2,3, , ,1,2,6, , , , ,1,4,6, , , , 
1036,2,2,1,16,2,3,1, , , , , ,1,6,5, , , ,5, , , , , , ,3, , , , ,4,4, , , , , ,1, , , ,2, , , , , ,3,1, , , , ,3, , , , ,4, , , , , , ,3, , , , , , 
1050,2,2,3,2,2,3,7, , , , , ,1,8,1,2, , ,1,2,4, , , , ,3,5, , , ,5,3, , , , , ,5, , , ,2, , , , , ,6,1,2,3, , ,1,2, , , ,2,5,6, , , , ,5, , , , , , 
687,1,3,3,5,3,1,1,2,7, , , ,2, , , , , ,1,2,5, , , , ,4,6, , , ,3, , , , , , , , , , ,2,3,5, , , ,7,3,4,5, , ,1,4,5, , ,1,2,6, , , , ,1,3,6, , , , 
706,1,1,1,18,1,1,3,6,7, , , ,1,6,1, , , ,2, , , , , , ,4, , , , ,5,3,4,5, , , ,3, , , ,2,5, , , , ,3,9, , , ,沒有焦慮,1,2,3, , ,1,5, , , , , ,2,3, , , , , 
973,1,3,3,11,1,1,1, , , , , ,1,7,7, , ,沒有,2,3,5, , , , ,4,5, , , ,3, , , , , , , , , , ,2,4, , , , ,6,1,3, , , ,1,2,3, , ,1,2,6, , , , ,1,2, , , , , 
1026,1,3,3,11,3,1,1,3,4, , , ,1,7,7, , ,不知道,4,5, , , , , ,4,6, , , ,2, , , , , , , , , , ,2,3,4, , , ,8,3, , , , ,2, , , , ,2,6, , , , , ,1,3, , , , , 
15,1,2,3,16,2,2,3, , , , , ,1,7,1, , , ,1,4,6, , , , ,4, , , , ,3, , , , , , , , , , ,2,3, , , , ,3,2,6, , , ,1,2,5, , ,1,2,3, , , , ,1,2,3, , , , 
72,1,3,3,11,3,2,6,7, , , , ,2, , , , , ,3,4, , , , , ,4,6, , , ,1, , , , , , , , , , ,2,5, , , , ,7,3,6, , , ,1,2, , , ,1,5, , , , , ,1,4,6, , , , 
242,1,3,3,5,3,2,3,5,7, , , ,1,1,2,3, , ,1,2,3, , , , ,4,5, , , ,3, , , , , , , , , , ,2,3,5, , , ,4,1,4, , , ,1,2,3, , ,1,5,7, , , , ,1,2,6, , , , 
356,1,3,4,11,2,2,4,7, , , , ,2, , , , , ,2,6, , , , , ,4, , , , ,2, , , , , , , , , , ,2,4, , , , ,8,9, , , ,沒有焦慮,2,5, , , ,2,3,7, , , , ,1,5, , , , , 
382,1,2,1,8,3,2,1,4,5, , , ,2, , , , , ,2,4, , , , , ,4, , , , ,1, , , , , , , , , , ,2,5, , , , ,8,4,5,6, , ,1,2,3, , ,1,3,5, , , , ,2,4,6, , , , 
436,1,1,1,18,1,2,1,2, , , , ,2, , , , , ,2,4,6, , , , ,4, , , , ,3, , , , , , , , , , ,2,3,5, , , ,6,4,6, , , ,1,2,5, , ,1,2,7, , , , ,1,3,6, , , , 
964,1,3,3,11,3,3,1,2,3, , , ,1,7,1,2, , ,1,2,6, , , , ,4, , , , ,2, , , , , , , , , , ,2,3,5, , , ,6,3,4, , , ,1,2, , , ,1,3,4, , , , ,1,2,5, , , , 
97,1,2,1,11,3,4,4, , , , , ,1,8,5, , , ,2,5, , , , , ,4, , , , ,2, , , , , , , , , , ,2, , , , , ,5,1,2, , , ,1,2,3, , ,1,3, , , , , ,2,4,6, , , , 
552,2,2,3,5,1,1,1, , , , , ,1,8,3, , , ,2, , , , , , ,4, , , , ,3, , , , , , , , , , ,2, , , , , ,6,2, , , , ,1, , , , ,2, , , , , , ,1, , , , , , 
817,2,2,3,5,3,1,1,6, , , , ,1,6,1, , , ,1,4, , , , , ,4, , , , ,3, , , , , , , , , , ,2, , , , , ,7,3, , , , ,2, , , , ,2,3, , , , , ,1, , , , , , 
875,2,2,3,14,3,1,1,2, , , , ,2, , , , , ,1,2,4, , , , ,4, , , , ,3, , , , , , , , , , ,2,5, , , , ,8,9, , , ,"沒有以上問題,以上皆非。",1,2, , , ,9, , , , , ,以上皆是。,8, , , , , ,以上皆是。
909,2,2,3,16,2,1,1,2,7, , , ,1,7,1,3,4, ,1,4,5, , , , ,4, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,1,2, , , ,1,5, , , ,1,4,5, , , , ,1,4,6, , , , 
136,2,2,3,12,1,2,1,4,7, , , ,1,7,1, , , ,2,4,5, , , , ,4, , , , ,3, , , , , , , , , , ,2,4, , , , ,7,1,2,6, , ,1,5, , , ,2, , , , , , ,2,5, , , , , 
222,2,3,3,7,3,2,4,5,7, , , ,1,7,1,3,5, ,3,4,5, , , , ,4,5, , , ,3, , , , , , , , , , ,2,4,5, , , ,6,2,5, , , ,1,2,5, , ,3,4,6, , , , ,1,3,5, , , , 
796,2,2,3,2,2,2,1,3,6,7, , ,2, , , , , ,1,2,4,6, , , ,4, , , , ,4,1,2,4, , , ,1,4,5, ,2,3,4,5, , ,3,1,2, , , ,1, , , , ,1,2,3,4,6,7, ,1,2,5, , , , 
246,2,1,1,14,1,3,1, , , , , ,1,8,7, , ,沒有,2,6, , , , , ,4, , , , ,2, , , , , , , , , , ,2, , , , , ,6,2, , , , ,1,2, , , ,1,2,6, , , , ,2,3,4, , , , 
1000,2,3,4,4,3,3,2,3,7, , , ,1,5,2, , , ,3,4, , , , , ,4, , , , ,2, , , , , , , , , , ,2,3,5, , , ,6,1,6, , , ,1,2,5, , ,1,2,3, , , , ,1,4,6, , , , 
1013,2,2,3,5,1,3,1,4,7, , , ,1,8,1, , , ,1,2, , , , , ,4, , , , ,1, , , , , , , , , , ,2,3, , , , ,7,2, , , , ,4, , , , ,7, , , , , , ,1, , , , , , 
565,1,2,3,11,3,1,5, , , , , ,1,8,1, , , ,1, , , , , , ,5, , , , ,1, , , , , , , , , , ,2, , , , , ,7,3, , , , ,1, , , , ,3, , , , , , ,1, , , , , , 
229,1,2,2,9,3,2,1,2, , , , ,1,8,2, , , ,1,2,6, , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,6, , , , ,2, , , , ,1,2, , , , , ,1,2,3, , , , 
291,1,2,3,8,2,2,2,3,5, , , ,1,5,1, , , ,1,4,6, , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,7,2,3, , , ,1,2, , , ,2,3,4, , , , ,1,5, , , , , 
454,1,2,3,11,2,2,3,4,7, , , ,1,7,4, , , ,1,2, , , , , ,5,6, , , ,4,3,4,5, , , ,2,4, , ,2,3,5, , , ,7,3,4, , , ,1,2,5, , ,1,2,6, , , , ,1,2,4, , , , 
337,1,1,1,18,2,3,3, , , , , ,1,5,3, , , ,6, , , , , , ,5, , , , ,3, , , , , , , , , , ,2, , , , , ,5,6, , , , ,1, , , , ,4, , , , , , ,6, , , , , , 
342,1,2,3,2,2,3,1, , , , , ,1,2,1, , , ,6, , , , , , ,5, , , , ,4,1, , , , , ,1, , , ,2, , , , , ,5,2, , , , ,2, , , , ,3, , , , , , ,3, , , , , , 
558,1,2,3,11,2,3,1,2,7, , , ,1,7,1,5, , ,1,6, , , , , ,5, , , , ,3, , , , , , , , , , ,2,4,5, , , ,8,4,6, , , ,1,2, , , ,1,6,7, , , , ,1,5,6, , , , 
891,1,2,3,14,3,3,1,4, , , , ,1,9,2, , , ,2,5, , , , , ,5, , , , ,2, , , , , , , , , , ,2,3, , , , ,10,3,4, , , ,1,2, , , ,2,7, , , , , ,1,5, , , , , 
892,1,3,3,17,1,3,2,3,4, , , ,2, , , , , ,6, , , , , , ,5, , , , ,3, , , , , , , , , , ,2, , , , , ,9,1,2, , , ,2, , , , ,3, , , , , , ,4, , , , , , 
912,1,2,3,11,1,3,3,4,7, , , ,1,6,1, , , ,7, , , , , , ,5, , , , ,3, , , , , , , , , , ,2,3,4, , , ,6,3,4,6, , ,1,2,5, , ,1,2,3, , , , ,1,4,6, , , , 
536,2,2,3,5,2,1,1,3,7, , , ,1,8,1, , , ,1,4, , , , , ,5, , , , ,3, , , , , , , , , , ,2,4,5, , , ,6,1,2, , , ,1,2,5, , ,1,3,4, , , , ,1,2,6, , , , 
615,2,3,4,2,2,1,3,5,6,7, , ,1,8,1, , , ,1,3,4,6, , , ,5, , , , ,4,7, , , , , ,1, , , ,2,3,4, , , ,6,1, , , , ,1,2,3,5, ,1,2,5,6, , , ,1,2,3,4,5, , 
669,2,3,3,18,2,1,1,2,3, , , ,2, , , , , ,3,4, , , , , ,5, , , , ,3, , , , , , , , , , ,2,3,4, , , ,7,1,2,5, , ,1,2,4, , ,1,2,4, , , , ,1,2,3, , , , 
726,2,3,3,18,2,1,2,4,5, , , ,1,10,7, , ,沒意見,1,2,4, , , , ,5, , , , ,2, , , , , , , , , , ,2, , , , , ,8,1, , , , ,3, , , , ,1,6, , , , , ,1, , , , , , 
805,2,1,1,14,2,1,1,6, , , , ,2, , , , , ,1,2,6, , , , ,5, , , , ,3, , , , , , , , , , ,2, , , , , ,7,3, , , , ,2, , , , ,1,3,6, , , , ,2,5, , , , , 
945,2,3,3,18,2,1,3,4,5, , , ,1,8,1,3, , ,1,6, , , , , ,5, , , , ,3, , , , , , , , , , ,2,4,5, , , ,9,9, , , ,沒意見,5, , , , ,1,2,3, , , , ,1,2,3, , , , 
1005,2,2,3,7,2,1,4,7, , , , ,1,5,2, , , ,5,6, , , , , ,5,6, , , ,5,1, , , , , ,1,2,4, ,2, , , , , ,5,1, , , , ,1,2,5, , ,2,5, , , , , ,1,2,6, , , , 
141,2,2,3,18,3,2,1,7, , , , ,1,6,5, , , ,2, , , , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,5,3, , , , ,2,5, , , ,9, , , , , ,以上皆是,8, , , , , ,以上皆是
318,2,3,3,15,3,2,1,3,7, , , ,1,7,1, , , ,1,2,3, , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,3,4, , , ,1, , , , ,2, , , , , , ,8, , , , , ,以上皆是。
710,2,2,3,16,1,2,2,4,7, , , ,2, , , , , ,1,2,4, , , , ,5, , , , ,4,1,5, , , , ,1,4,5, ,2,5, , , , ,6,3, , , , ,1,2,5, , ,1,2,3, , , , ,1, , , , , , 
192,2,2,3,5,1,3,3,6,7, , , ,1,8,4, , , ,4,5, , , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,7,3,6, , , ,2,3, , , ,1,2,3, , , , ,1,3,5, , , , 
197,2,2,3,4,3,3,6, , , , , ,1,8,1, , , ,2, , , , , , ,5, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,1, , , , ,2, , , , ,1,3, , , , , ,2,3, , , , , 
213,2,2,3,5,3,3,2,4,7, , , ,2, , , , , ,1,5,6, , , , ,5, , , , ,3, , , , , , , , , , ,2,5, , , , ,7,1, , , , ,5, , , , ,1,2,3, , , , ,1,4, , , , , 
346,2,2,3,1,3,3,1,2,3, , , ,1,8,1,5, , ,3,4, , , , , ,5,6, , , ,4,1,4,7, , , ,2,4,5, ,2,4,5, , , ,6,1,3, , , ,1,2,5, , ,4,5, , , , , ,2,5, , , , , 
420,2,2,3,16,1,3,3, , , , , ,1,6,7, , ,沒有,7, , , , , , ,5, , , , ,3, , , , , , , , , , ,2, , , , , ,5,3, , , , ,3, , , , ,6, , , , , , ,2,4,6, , , , 
545,2,3,3,11,3,3,3,7, , , , ,2, , , , , ,1,6, , , , , ,5,6, , , ,4,4,5, , , , ,4,5, , ,2,4, , , , ,6,1, , , , ,1,2, , , ,2,4, , , , , ,2,4, , , , , 
939,2,3,3,5,3,3,1,7, , , , ,1,8,1, , , ,1,2,4,5, , , ,5, , , , ,3, , , , , , , , , , ,2,3,5, , , ,6,2,3,6, , ,1,2,3, , ,1,4,5, , , , ,1,2,5, , , , 
1099,1,3,3,11,3,1,1,4,7, , , ,1,6,1,4, , ,4,6, , , , , ,6, , , , ,3, , , , , , , , , , ,2,3, , , , ,9,2,4, , , ,2,5, , , ,1,6,7, , , , ,1,3,6, , , , 
168,1,2,3,8,3,3,1, , , , , ,1,8,3, , , ,2, , , , , , ,6, , , , ,3, , , , , , , , , , ,2, , , , , ,7,2, , , , ,1, , , , ,2,3,7, , , , ,1,5, , , , , 
175,1,2,2,18,3,3,4,7, , , , ,1,6,1, , , ,1,2, , , , , ,6, , , , ,2, , , , , , , , , , ,2,5, , , , ,8,9, , , ,準備好就好了。,3,5, , , ,3, , , , , , ,3,4,6, , , , 
183,1,2,1,15,1,3,1, , , , , ,2, , , , , ,3,6, , , , , ,6, , , , ,2, , , , , , , , , , ,2,3, , , , ,9,4, , , , ,5, , , , ,1,5, , , , , ,2,4, , , , , 
319,2,2,3,2,3,3,5,6,7, , , ,1,6,1, , , ,1,2,3, , , , ,6, , , , ,4,4,7, , , , ,1,4,5, ,2,3,5, , , ,6,2,4, , , ,1,2,5, , ,1,3,4, , , , ,2,4, , , , , 
258,1,3,3,10,3,1,1, , , , , ,1,6,1, , , ,6, , , , , , ,7, , , ,沒有,3, , , , , , , , , , ,2,3, , , , ,6,9, , , ,沒有,1,4, , , ,3,4, , , , , ,4, , , , , , 
533,1,3,3,11,3,1,7, , , , , ,1,8,1,3, , ,1,2,4, , , , ,7, , , , ,3, , , , , , , , , , ,2,3,4, , , ,7,1,2, , , ,1,2, , , ,1,2,7, , , , ,1,6, , , , , 
621,1,3,3,5,3,1,1,3,7, , , ,2, , , , , ,1, , , , , , ,7, , , , ,3, , , , , , , , , , ,2,5, , , , ,7,9, , , ,沒有焦慮,1,2, , , ,2,7, , , , , ,1,2, , , , , 
893,1,3,3,16,2,1,1,3,4, , , ,2, , , , , ,1,2,4, , , , ,7, , , , ,3, , , , , , , , , , ,2,3,4, , , ,7,1, , , , ,1,3,4, , ,1,2,5, , , , ,1,2,3, , , , 
913,1,3,4,5,2,1,2,3,6, , , ,2, , , , , ,4,5,6, , , , ,7, , , , ,4,1,5, , , , ,1,2,4, ,2,3,5, , , ,8,1,2, , , ,2,3,5, , ,6,7, , , , , ,2,6, , , , , 
1003,1,3,1,18,3,1,3, , , , , ,1,8,1, , , ,5,6, , , , , ,7, , , ,沒有,2, , , , , , , , , , ,2,3, , , , ,2,9, , , ,沒有,1,2, , , ,1,2,3, , , , ,7, , , , , ,沒有
4,1,2,1,5,2,2,3,5,7, , , ,1,10,6, , ,本身是主管,6, , , , , , ,7, , , , ,2, , , , , , , , , , ,2,3,4, , , ,10,7, , , ,目前在家裡工作本身是小主管,4, , , , ,3,5,6, , , , ,5,6, , , , , 
96,1,2,2,8,3,2,1,2, , , , ,1,8,1,4, , ,9, , , , , ,覺得無差別性,7, , , , ,3, , , , , , , , , , ,2,5, , , , ,6,9, , , ,以上皆非,7, , , ,以上皆是,8, , , , , ,沒特別想法,1,6, , , , , 
298,1,3,3,11,3,2,1,2,7, , , ,1,9,2, , , ,1,2,6, , , , ,7, , , , ,1, , , , , , , , , , ,2, , , , , ,9,1,2, , , ,1,2, , , ,1,3,4, , , , ,1,3,6, , , , 
443,1,2,1,10,2,2,1,3,7, , , ,1,8,1, , , ,1,2,5, , , , ,7, , , , ,2, , , , , , , , , , ,2,4,5, , , ,7,1, , , , ,1, , , , ,1,3, , , , , ,2,4,5, , , , 
488,1,3,1,10,3,2,7, , , , , ,1,8,3,4,5, ,5, , , , , , ,7, , , , ,3, , , , , , , , , , ,2, , , , , ,7,6, , , , ,1,5, , , ,3,4,6, , , , ,1,3,5, , , , 
34,1,3,3,16,3,3,1,2,3, , , ,1,8,6, , ,公司目前要求員工加入公會。,1, , , , , , ,7, , , , ,3, , , , , , , , , , ,2, , , , , ,5,9, , , ,覺得自己做好準備就好，沒什麼有擔心。,1,2, , , ,2, , , , , , ,6, , , , , , 
387,1,2,3,17,3,3,7, , , , , ,1,6,1, , , ,4,5,6, , , , ,7, , , , ,2, , , , , , , , , , ,2,3, , , , ,8,7, , , ,自己準備好就好了。,2, , , , ,2,3,6, , , , ,3,6, , , , , 
640,1,2,3,3,1,3,2,3, , , , ,2, , , , , ,3,4, , , , , ,7, , , , ,2, , , , , , , , , , ,2,3, , , , ,6,1,2, , , ,2,3,5, , ,1,2,6, , , , ,1,2,6, , , , 
643,1,2,3,3,1,3,1,3,4, , , ,1,2,1, , , ,1,2,3, , , , ,7, , , , ,4,1,7, , , , ,1,5, , ,2, , , , , ,5,5, , , , ,1,3, , , ,5,6, , , , , ,1,3, , , , , 
697,1,2,3,11,2,3,1,2,3, , , ,1,7,1,3, , ,1,2,4, , , , ,7, , , , ,2, , , , , , , , , , ,2,3,4, , , ,7,2, , , , ,1,2, , , ,1,2,4, , , , ,1,2,5, , , , 
701,1,2,1,8,2,3,3, , , , , ,1,9,1, , , ,1, , , , , , ,7, , , , ,3, , , , , , , , , , ,2, , , , , ,5,6, , , , ,1, , , , ,5, , , , , , ,2,3,4, , , , 
804,1,3,3,12,1,3,3,4,6, , , ,1,6,1,4, , ,1,2, , , , , ,7, , , , ,4,1, , , , , ,1,4, , ,2,3,5, , , ,6,3, , , , ,1,2, , , ,1,2,3, , , , ,3,5, , , , , 
125,1,2,3,5,3,4,1,4,7, , , ,1,10,7, , ,沒有,1,2, , , , , ,7, , , , ,1, , , , , , , , , , ,2,5, , , , ,8,3, , , , ,5, , , , ,1,2, , , , , ,5,6, , , , , 
126,1,2,2,11,1,4,3,4,5, , , ,2, , , , , ,1,2,4, , , , ,7, , , , ,3, , , , , , , , , , ,2,3,4, , , ,7,1,2, , , ,1,2, , , ,1,2,4, , , , ,1,2,6, , , , 
251,2,2,2,5,2,1,3,6, , , , ,1,6,1, , , ,1,2,5, , , , ,7, , , , ,4,1,4,7, , , ,4,5, , ,2,5, , , , ,2,1,2,3, , ,1,2,3,4, ,3,4,5, , , , ,1,2,3, , , , 
753,2,2,3,16,2,1,4,7, , , , ,1,9,1, , , ,1,3, , , , , ,7, , , , ,4,1,4,6, , , ,1,4, , ,2,3,5, , , ,1,2, , , , ,1, , , , ,1,2,6, , , , ,1,5, , , , , 
904,2,3,3,17,3,1,1,2,6, , , ,1,8,3, , , ,7, , , , , , ,7, , , , ,2, , , , , , , , , , ,2, , , , , ,8,1, , , , ,2, , , , ,2,4,5, , , , ,2,3, , , , , 
